data,method,clustering,sigma,noise,criteria,rank,Accuracy,Consistency
Statlog,Isomap,HC,1.5,Normal,Fowlkes Mallows,10.0,0.31093785964080634,0.2582767203177381
Statlog,Isomap,HC,1.5,Normal,MI,2.0,0.2836462154199671,0.1410293107351749
Statlog,Isomap,HC,1.5,Normal,MI,5.0,0.2667388444108891,0.11534589971582945
Statlog,Isomap,HC,1.5,Normal,MI,10.0,0.2423917195679784,0.10161362682953487
Statlog,Isomap,HC,1.5,Normal,V Measure,2.0,0.28665735402644377,0.14460498254911444
Statlog,Isomap,HC,1.5,Normal,V Measure,5.0,0.2698911255432692,0.11905594409767235
Statlog,Isomap,HC,1.5,Normal,V Measure,10.0,0.2456674294370087,0.10538920802648556
Statlog,Isomap,K-Means,1.5,Normal,ARI,2.0,0.19629045917931884,0.12002097817085106
Statlog,Isomap,K-Means,1.5,Normal,ARI,5.0,0.22930263731307776,0.15127701255924111
Statlog,Isomap,K-Means,1.5,Normal,ARI,10.0,0.2329972729513914,0.1498325614037708
Statlog,Isomap,K-Means,1.5,Normal,Fowlkes Mallows,2.0,0.3183865641152553,0.2648067180370346
Statlog,Isomap,K-Means,1.5,Normal,Fowlkes Mallows,5.0,0.3479668241278058,0.2922818730382661
Statlog,Isomap,K-Means,1.5,Normal,Fowlkes Mallows,10.0,0.3498999249966071,0.2877663241676049
Statlog,Isomap,K-Means,1.5,Normal,MI,2.0,0.29141308885025224,0.20245269530989987
Statlog,Isomap,K-Means,1.5,Normal,MI,5.0,0.28847052367715265,0.2045273154366643
Statlog,Isomap,K-Means,1.5,Normal,MI,10.0,0.2865195682475972,0.1935660603551371
Statlog,Isomap,K-Means,1.5,Normal,V Measure,2.0,0.2943592391769967,0.2059201448956078
Statlog,Isomap,K-Means,1.5,Normal,V Measure,5.0,0.2914664663046033,0.2080060690330859
Statlog,Isomap,K-Means,1.5,Normal,V Measure,10.0,0.28950452556534834,0.19704289302765726
Statlog,Isomap,HC,2.0,Laplace,ARI,2.0,0.09712574105440323,0.0482767207621148
Statlog,Isomap,HC,2.0,Laplace,ARI,5.0,0.0872801659066193,0.0435412000662844
Statlog,Isomap,HC,2.0,Laplace,ARI,10.0,0.0782407823445935,0.034558093869603776
Statlog,Isomap,HC,2.0,Laplace,Fowlkes Mallows,2.0,0.23277894988040565,0.19873042505868926
Statlog,Isomap,HC,2.0,Laplace,Fowlkes Mallows,5.0,0.2273127139869469,0.20094460063800806
Statlog,Isomap,HC,2.0,Laplace,Fowlkes Mallows,10.0,0.2194271971139551,0.19304233917459115
Statlog,Isomap,HC,2.0,Laplace,MI,2.0,0.1366211026211045,0.06179434852651875
Statlog,Isomap,HC,2.0,Laplace,MI,5.0,0.11529684613436808,0.044888003394195616
Statlog,Isomap,HC,2.0,Laplace,MI,10.0,0.1029624064976413,0.03670213474689795
Statlog,Isomap,HC,2.0,Laplace,V Measure,2.0,0.14014773655201848,0.06568651915561896
Statlog,Isomap,HC,2.0,Laplace,V Measure,5.0,0.11893105877352275,0.04889668713512288
Statlog,Isomap,HC,2.0,Laplace,V Measure,10.0,0.10664539297815016,0.04074084599549545
Statlog,Isomap,K-Means,2.0,Laplace,ARI,2.0,0.09805352874087944,0.04714400033798806
Statlog,Isomap,K-Means,2.0,Laplace,ARI,5.0,0.09112733245586932,0.04384042460124647
Statlog,Isomap,K-Means,2.0,Laplace,ARI,10.0,0.0886178856452657,0.04078608727639677
Statlog,Isomap,K-Means,2.0,Laplace,Fowlkes Mallows,2.0,0.22838219158488385,0.1867451001341784
Statlog,Isomap,K-Means,2.0,Laplace,Fowlkes Mallows,5.0,0.22299386142057565,0.18506898241308128
Statlog,Isomap,K-Means,2.0,Laplace,Fowlkes Mallows,10.0,0.22112175469611475,0.18303879115139607
Statlog,Isomap,K-Means,2.0,Laplace,MI,2.0,0.13888493993971449,0.06314819009828443
Statlog,Isomap,K-Means,2.0,Laplace,MI,5.0,0.1221362404699756,0.0486079792150189
Statlog,Isomap,K-Means,2.0,Laplace,MI,10.0,0.11867966028845975,0.04503504836616068
Statlog,Isomap,K-Means,2.0,Laplace,V Measure,2.0,0.14236271966272834,0.06694644320295275
Statlog,Isomap,K-Means,2.0,Laplace,V Measure,5.0,0.12568468559319762,0.05247184578916875
Statlog,Isomap,K-Means,2.0,Laplace,V Measure,10.0,0.12224377272539055,0.0489171261876766
Statlog,Isomap,HC,2.0,Normal,ARI,2.0,0.10665421944072644,0.05462186421770343
Statlog,Isomap,HC,2.0,Normal,ARI,5.0,0.10026149503512087,0.053508688821650434
Statlog,Isomap,HC,2.0,Normal,ARI,10.0,0.0975248107805788,0.053906008498840405
Statlog,Isomap,HC,2.0,Normal,Fowlkes Mallows,2.0,0.24124195397726994,0.20481783090869304
Statlog,Isomap,HC,2.0,Normal,Fowlkes Mallows,5.0,0.2363031030277878,0.2049569845703235
Statlog,Isomap,HC,2.0,Normal,Fowlkes Mallows,10.0,0.2362572538035097,0.2101524843209608
Statlog,Isomap,HC,2.0,Normal,MI,2.0,0.15174959476002453,0.07306061887697149
Statlog,Isomap,HC,2.0,Normal,MI,5.0,0.13021074041438774,0.055099927022764984
Statlog,Isomap,HC,2.0,Normal,MI,10.0,0.12028366976181824,0.04811415051175909
Statlog,Isomap,HC,2.0,Normal,V Measure,2.0,0.15521639897901424,0.07691058612063212
Statlog,Isomap,HC,2.0,Normal,V Measure,5.0,0.13376828388049755,0.059030456294530013
Statlog,Isomap,HC,2.0,Normal,V Measure,10.0,0.12390002202260425,0.05211495899813652
Statlog,Isomap,K-Means,2.0,Normal,ARI,2.0,0.1116500820825298,0.0566813358922558
Statlog,Isomap,K-Means,2.0,Normal,ARI,5.0,0.10910068321423742,0.05917365519125481
Statlog,Isomap,K-Means,2.0,Normal,ARI,10.0,0.1105081302943619,0.06413257305933699
Statlog,Isomap,K-Means,2.0,Normal,Fowlkes Mallows,2.0,0.2400969357580301,0.19506115182275047
Statlog,Isomap,K-Means,2.0,Normal,Fowlkes Mallows,5.0,0.23824821425968104,0.19789270732277825
Statlog,Isomap,K-Means,2.0,Normal,Fowlkes Mallows,10.0,0.2405984925805307,0.20453392873070989
Statlog,Isomap,K-Means,2.0,Normal,MI,2.0,0.15622189086786886,0.0766253948957013
Statlog,Isomap,K-Means,2.0,Normal,MI,5.0,0.1399150919785932,0.06151442803490655
Statlog,Isomap,K-Means,2.0,Normal,MI,10.0,0.13768157601424252,0.05905145650076515
Statlog,Isomap,K-Means,2.0,Normal,V Measure,2.0,0.1596301107340058,0.08037006019574627
Statlog,Isomap,K-Means,2.0,Normal,V Measure,5.0,0.1433908553903206,0.06532407514972323
Statlog,Isomap,K-Means,2.0,Normal,V Measure,10.0,0.14117375125811746,0.06288743800843266
Statlog,MDS,HC,0.0,Laplace,ARI,2.0,0.4764863721487016,0.7646333891883611
Statlog,MDS,HC,0.0,Laplace,ARI,5.0,0.4939568280496771,0.8197655508415393
Statlog,MDS,HC,0.0,Laplace,ARI,10.0,0.4859793527975473,0.8505483531485636
Statlog,MDS,HC,0.0,Laplace,Fowlkes Mallows,2.0,0.5719118945109688,0.8121662097595028
Statlog,MDS,HC,0.0,Laplace,Fowlkes Mallows,5.0,0.5814222945969354,0.8541776831516192
Statlog,MDS,HC,0.0,Laplace,Fowlkes Mallows,10.0,0.5715753876060002,0.8778390530639794
Statlog,MDS,HC,0.0,Laplace,MI,2.0,0.6076469399185932,0.7788850330377614
Statlog,MDS,HC,0.0,Laplace,MI,5.0,0.6380095685583214,0.8503206914937943
Statlog,MDS,HC,0.0,Laplace,MI,10.0,0.6430707690529157,0.8826084908842012
Statlog,MDS,HC,0.0,Laplace,V Measure,2.0,0.6094043284005708,0.7799272726858766
Statlog,MDS,HC,0.0,Laplace,V Measure,5.0,0.6395798566124047,0.8510050344741108
Statlog,MDS,HC,0.0,Laplace,V Measure,10.0,0.6446054000159488,0.8831376430795171
Statlog,MDS,K-Means,0.0,Laplace,ARI,2.0,0.4690673455997023,0.8798410195258171
Statlog,MDS,K-Means,0.0,Laplace,ARI,5.0,0.4863112706204006,0.9157315701084388
Statlog,MDS,K-Means,0.0,Laplace,ARI,10.0,0.4905927846581114,0.9493495835798724
Statlog,MDS,K-Means,0.0,Laplace,Fowlkes Mallows,2.0,0.5662067517706593,0.9042383985068332
Statlog,MDS,K-Means,0.0,Laplace,Fowlkes Mallows,5.0,0.5740228885363455,0.9313784937457752
Statlog,MDS,K-Means,0.0,Laplace,Fowlkes Mallows,10.0,0.5745047102304812,0.958523585678148
Statlog,MDS,K-Means,0.0,Laplace,MI,2.0,0.5960696622798873,0.8504223998059961
Statlog,MDS,K-Means,0.0,Laplace,MI,5.0,0.6302733132945824,0.9137688468749808
Statlog,MDS,K-Means,0.0,Laplace,MI,10.0,0.6418426278285372,0.9493742382920904
Statlog,MDS,K-Means,0.0,Laplace,V Measure,2.0,0.5978989177301166,0.8511304510125312
Statlog,MDS,K-Means,0.0,Laplace,V Measure,5.0,0.6318736250884108,0.9141607920654796
Statlog,MDS,K-Means,0.0,Laplace,V Measure,10.0,0.6433753674144631,0.9496012598895648
Statlog,MDS,HC,0.0,Normal,ARI,2.0,0.4796280668867118,0.7733635673424974
Statlog,MDS,HC,0.0,Normal,ARI,5.0,0.4931158300317614,0.8013855994589278
Statlog,MDS,HC,0.0,Normal,ARI,10.0,0.4880448799885774,0.8332346213070049
Statlog,MDS,HC,0.0,Normal,Fowlkes Mallows,2.0,0.5754317326300574,0.8195662585728609
Statlog,MDS,HC,0.0,Normal,Fowlkes Mallows,5.0,0.5805341631308008,0.8391421539829059
Statlog,MDS,HC,0.0,Normal,Fowlkes Mallows,10.0,0.5740179728132757,0.8641712149645497
Statlog,MDS,HC,0.0,Normal,MI,2.0,0.6125478099023139,0.7856086990131123
Statlog,MDS,HC,0.0,Normal,MI,5.0,0.6367167030024508,0.8409714281343699
Statlog,MDS,HC,0.0,Normal,MI,10.0,0.6428396056409568,0.8715843139269442
Statlog,MDS,HC,0.0,Normal,V Measure,2.0,0.6142859560710664,0.7866207223246079
Statlog,MDS,HC,0.0,Normal,V Measure,5.0,0.6382932577499222,0.841698094758462
Statlog,MDS,HC,0.0,Normal,V Measure,10.0,0.6443801692803018,0.8721657008913005
Statlog,MDS,K-Means,0.0,Normal,ARI,2.0,0.467872139866425,0.881240331740114
Statlog,MDS,K-Means,0.0,Normal,ARI,5.0,0.4865513223710303,0.9116754060433891
Statlog,MDS,K-Means,0.0,Normal,ARI,10.0,0.49054313547965295,0.9333274795432924
Statlog,MDS,K-Means,0.0,Normal,Fowlkes Mallows,2.0,0.5650019953407276,0.9052777672242044
Statlog,MDS,K-Means,0.0,Normal,Fowlkes Mallows,5.0,0.5743200351700957,0.9281289566721692
Statlog,MDS,K-Means,0.0,Normal,Fowlkes Mallows,10.0,0.5750243774943253,0.9455391332822966
Statlog,MDS,K-Means,0.0,Normal,MI,2.0,0.5950239201768218,0.8520800826079054
Statlog,MDS,K-Means,0.0,Normal,MI,5.0,0.6308525347621332,0.9102107202782248
Statlog,MDS,K-Means,0.0,Normal,MI,10.0,0.6409393718233916,0.9355431707331884
Statlog,MDS,K-Means,0.0,Normal,V Measure,2.0,0.5968508549431355,0.8527785200541288
Statlog,MDS,K-Means,0.0,Normal,V Measure,5.0,0.6324505642204497,0.9106191656020141
Statlog,MDS,K-Means,0.0,Normal,V Measure,10.0,0.6424793996461109,0.9358334150403282
Statlog,MDS,HC,1.0,Laplace,ARI,2.0,0.20284412482717606,0.1135425034693354
Statlog,MDS,HC,1.0,Laplace,ARI,5.0,0.2364125980724237,0.1206077321824927
Statlog,MDS,HC,1.0,Laplace,ARI,10.0,0.2452706243298659,0.13426466882671648
Statlog,MDS,HC,1.0,Laplace,Fowlkes Mallows,2.0,0.3226986615145133,0.2532736884166863
Statlog,MDS,HC,1.0,Laplace,Fowlkes Mallows,5.0,0.3496930065303892,0.25886006865318145
Statlog,MDS,HC,1.0,Laplace,Fowlkes Mallows,10.0,0.3671940967517812,0.3007428236215828
Statlog,MDS,HC,1.0,Laplace,MI,2.0,0.2807222905526448,0.16310265908552166
Statlog,MDS,HC,1.0,Laplace,MI,5.0,0.2852031190397952,0.14820336198366638
Statlog,MDS,HC,1.0,Laplace,MI,10.0,0.3080778672683481,0.18382806568701984
Statlog,MDS,HC,1.0,Laplace,V Measure,2.0,0.2836584403185914,0.1665702960748661
Statlog,MDS,HC,1.0,Laplace,V Measure,5.0,0.2881121445896926,0.15175242750867676
Statlog,MDS,HC,1.0,Laplace,V Measure,10.0,0.3110321926024001,0.18758917612835813
Statlog,MDS,K-Means,1.0,Laplace,ARI,2.0,0.21544350329788853,0.13129911346436576
Statlog,MDS,K-Means,1.0,Laplace,ARI,5.0,0.29214852548735576,0.19538370509948386
Statlog,MDS,K-Means,1.0,Laplace,ARI,10.0,0.3340598458930654,0.2367826113789774
Statlog,MDS,K-Means,1.0,Laplace,Fowlkes Mallows,2.0,0.3287670192124969,0.2594126412928533
Statlog,MDS,K-Means,1.0,Laplace,Fowlkes Mallows,5.0,0.39391586750047175,0.3127659908036781
Statlog,MDS,K-Means,1.0,Laplace,Fowlkes Mallows,10.0,0.4310877590959526,0.362191561222644
Statlog,MDS,K-Means,1.0,Laplace,MI,2.0,0.2864277409375591,0.1767870944271391
Statlog,MDS,K-Means,1.0,Laplace,MI,5.0,0.3369162082470855,0.2027418942019438
Statlog,MDS,K-Means,1.0,Laplace,MI,10.0,0.3791185087778092,0.26059245404596915
Statlog,MDS,K-Means,1.0,Laplace,V Measure,2.0,0.2893089049874683,0.18012937115051494
Statlog,MDS,K-Means,1.0,Laplace,V Measure,5.0,0.3395903759729716,0.20597081033191397
Statlog,MDS,K-Means,1.0,Laplace,V Measure,10.0,0.3816334610999968,0.2637704961787633
Statlog,MDS,HC,1.0,Normal,ARI,2.0,0.2762695163591278,0.22056865714805413
Statlog,MDS,HC,1.0,Normal,ARI,5.0,0.3149121223858126,0.238200329911496
Statlog,MDS,HC,1.0,Normal,ARI,10.0,0.3273984800500005,0.2953284315810222
Statlog,MDS,HC,1.0,Normal,Fowlkes Mallows,2.0,0.3849578179285753,0.3474967788088108
Statlog,MDS,HC,1.0,Normal,Fowlkes Mallows,5.0,0.4181211773739376,0.3696612175181157
Statlog,MDS,HC,1.0,Normal,Fowlkes Mallows,10.0,0.4374380481444462,0.4447023387627126
Statlog,MDS,HC,1.0,Normal,MI,2.0,0.3580646580063726,0.28391545926522915
Statlog,MDS,HC,1.0,Normal,MI,5.0,0.3766946915671041,0.2915843228622844
Statlog,MDS,HC,1.0,Normal,MI,10.0,0.4052831358623921,0.3819915526727261
Statlog,MDS,HC,1.0,Normal,V Measure,2.0,0.36068409761665055,0.2869761099850792
Statlog,MDS,HC,1.0,Normal,V Measure,5.0,0.3792521484660015,0.29469324288549936
Statlog,MDS,HC,1.0,Normal,V Measure,10.0,0.4078254862022817,0.38494571282518497
Statlog,MDS,K-Means,1.0,Normal,ARI,2.0,0.27134159859512463,0.25149056420860433
Statlog,MDS,K-Means,1.0,Normal,ARI,5.0,0.3589351734066749,0.3243811783075737
Statlog,MDS,K-Means,1.0,Normal,ARI,10.0,0.4072011294202931,0.4007916386697072
Statlog,MDS,K-Means,1.0,Normal,Fowlkes Mallows,2.0,0.3766452402263121,0.3673502056650576
Statlog,MDS,K-Means,1.0,Normal,Fowlkes Mallows,5.0,0.4513073010682725,0.4272351353504879
Statlog,MDS,K-Means,1.0,Normal,Fowlkes Mallows,10.0,0.4965788305794833,0.507518199564766
Statlog,MDS,K-Means,1.0,Normal,MI,2.0,0.35010833497149296,0.2967571535348951
Statlog,MDS,K-Means,1.0,Normal,MI,5.0,0.4140993270901334,0.34264834351344103
Statlog,MDS,K-Means,1.0,Normal,MI,10.0,0.4690824120663461,0.44745973434713376
Statlog,MDS,K-Means,1.0,Normal,V Measure,2.0,0.3527330720453728,0.2997235154712966
Statlog,MDS,K-Means,1.0,Normal,V Measure,5.0,0.4164638513013372,0.3453736185348571
Statlog,MDS,K-Means,1.0,Normal,V Measure,10.0,0.4712666840590728,0.4499272508785614
Statlog,MDS,HC,1.5,Laplace,ARI,2.0,0.10555338185434704,0.05121628303991317
Statlog,MDS,HC,1.5,Laplace,ARI,5.0,0.09655317411943452,0.03664710241188384
Statlog,MDS,HC,1.5,Laplace,ARI,10.0,0.0945093022361447,0.03756022613776595
Statlog,MDS,HC,1.5,Laplace,Fowlkes Mallows,2.0,0.23964931530917605,0.20055641457611129
Statlog,MDS,HC,1.5,Laplace,Fowlkes Mallows,5.0,0.23137126427147506,0.1869611398560184
Statlog,MDS,HC,1.5,Laplace,Fowlkes Mallows,10.0,0.23702708698800504,0.20371789790114675
Statlog,MDS,HC,1.5,Laplace,MI,2.0,0.1570199715813341,0.07646476889053458
Statlog,MDS,HC,1.5,Laplace,MI,5.0,0.12946122814911087,0.047082709582423186
Statlog,MDS,HC,1.5,Laplace,MI,10.0,0.12497777888027815,0.05102575474612709
Statlog,MDS,HC,1.5,Laplace,V Measure,2.0,0.16046080747073696,0.08029033762985018
Statlog,MDS,HC,1.5,Laplace,V Measure,5.0,0.13300793205532865,0.051015082382422534
Statlog,MDS,HC,1.5,Laplace,V Measure,10.0,0.12864359647074738,0.055156294156343384
Statlog,MDS,K-Means,1.5,Laplace,ARI,2.0,0.1159389037691984,0.0567824220873035
Statlog,MDS,K-Means,1.5,Laplace,ARI,5.0,0.14542314696269212,0.07281717665536043
Statlog,MDS,K-Means,1.5,Laplace,ARI,10.0,0.16918751983113606,0.09709128779575094
Statlog,MDS,K-Means,1.5,Laplace,Fowlkes Mallows,2.0,0.2437242776140119,0.1950615519065613
Statlog,MDS,K-Means,1.5,Laplace,Fowlkes Mallows,5.0,0.26795429277202665,0.20658898115715352
Statlog,MDS,K-Means,1.5,Laplace,Fowlkes Mallows,10.0,0.2895121058019085,0.2299523491722526
Statlog,MDS,K-Means,1.5,Laplace,MI,2.0,0.16733497716667414,0.0857959943104322
Statlog,MDS,K-Means,1.5,Laplace,MI,5.0,0.17491418851862764,0.08155991844448421
Statlog,MDS,K-Means,1.5,Laplace,MI,10.0,0.19175448245980564,0.09823359829518197
Statlog,MDS,K-Means,1.5,Laplace,V Measure,2.0,0.17069696761497424,0.08950049733588414
Statlog,MDS,K-Means,1.5,Laplace,V Measure,5.0,0.1782392873336065,0.08526750630718284
Statlog,MDS,K-Means,1.5,Laplace,V Measure,10.0,0.19502110647666607,0.10189495631837428
Statlog,MDS,HC,1.5,Normal,ARI,2.0,0.17222758108165498,0.10298373769902447
Statlog,MDS,HC,1.5,Normal,ARI,5.0,0.17742947778697601,0.10439956006173047
Statlog,MDS,HC,1.5,Normal,ARI,10.0,0.18209579399332845,0.10841429532597592
Statlog,MDS,HC,1.5,Normal,Fowlkes Mallows,2.0,0.2962352269032533,0.24376461392353035
Statlog,MDS,HC,1.5,Normal,Fowlkes Mallows,5.0,0.3006507880697776,0.24492481418734305
Statlog,MDS,HC,1.5,Normal,Fowlkes Mallows,10.0,0.31578594970861296,0.2718461849412104
Statlog,MDS,HC,1.5,Normal,MI,2.0,0.2434639021296424,0.15124118890600474
Statlog,MDS,HC,1.5,Normal,MI,5.0,0.2187306966632091,0.1197186132626194
Statlog,MDS,HC,1.5,Normal,MI,10.0,0.2388189011488133,0.15411530660274406
Statlog,MDS,HC,1.5,Normal,V Measure,2.0,0.2465492833388827,0.15475096041421482
Statlog,MDS,HC,1.5,Normal,V Measure,5.0,0.2219204518520579,0.1233673835777544
Statlog,MDS,HC,1.5,Normal,V Measure,10.0,0.2420900595331344,0.1579373408051341
Statlog,MDS,K-Means,1.5,Normal,ARI,2.0,0.1814485353857232,0.10895578348577904
Statlog,MDS,K-Means,1.5,Normal,ARI,5.0,0.2338473458402137,0.1655559883769464
Statlog,MDS,K-Means,1.5,Normal,ARI,10.0,0.2706531343062915,0.2049499565046028
Statlog,MDS,K-Means,1.5,Normal,Fowlkes Mallows,2.0,0.2987370567319632,0.2373427536832961
Statlog,MDS,K-Means,1.5,Normal,Fowlkes Mallows,5.0,0.344032886516754,0.28666133105591346
Statlog,MDS,K-Means,1.5,Normal,Fowlkes Mallows,10.0,0.3784464413516056,0.3264330123162995
Statlog,MDS,K-Means,1.5,Normal,MI,2.0,0.2485532370919936,0.15737211300593995
Statlog,MDS,K-Means,1.5,Normal,MI,5.0,0.27208934452257005,0.1744710714560084
Statlog,MDS,K-Means,1.5,Normal,MI,10.0,0.3091290425207205,0.2194468741277144
Statlog,MDS,K-Means,1.5,Normal,V Measure,2.0,0.2515809944311965,0.16077235704757722
Statlog,MDS,K-Means,1.5,Normal,V Measure,5.0,0.27502525263568645,0.17780915164516126
Statlog,MDS,K-Means,1.5,Normal,V Measure,10.0,0.3119505670629504,0.2226827657736697
Statlog,MDS,HC,2.0,Laplace,ARI,2.0,0.0857144214907441,0.02459994633069055
Statlog,MDS,HC,2.0,Laplace,ARI,5.0,0.07404366380454297,0.014925920305371375
Statlog,MDS,HC,2.0,Laplace,ARI,10.0,0.07139401649800849,0.012019528616756234
Statlog,MDS,HC,2.0,Laplace,Fowlkes Mallows,2.0,0.22301454877243146,0.1784350660853733
Statlog,MDS,HC,2.0,Laplace,Fowlkes Mallows,5.0,0.2133080365374692,0.16853880335810234
Statlog,MDS,HC,2.0,Laplace,Fowlkes Mallows,10.0,0.21190130694124346,0.17228320215712808
Statlog,MDS,HC,2.0,Laplace,MI,2.0,0.12984095932880002,0.038091490615976095
Statlog,MDS,HC,2.0,Laplace,MI,5.0,0.10164392702697936,0.02040529240223227
Statlog,MDS,HC,2.0,Laplace,MI,10.0,0.09415225493614923,0.01544064146595482
Statlog,MDS,HC,2.0,Laplace,V Measure,2.0,0.13339429962686858,0.04207822547614253
Statlog,MDS,HC,2.0,Laplace,V Measure,5.0,0.1053126031346796,0.024450210322193223
Statlog,MDS,HC,2.0,Laplace,V Measure,10.0,0.09785978035837843,0.0195569254026318
Statlog,MDS,K-Means,2.0,Laplace,ARI,2.0,0.09136825384295964,0.024636939320978383
Statlog,MDS,K-Means,2.0,Laplace,ARI,5.0,0.10191516362518037,0.025047692498284008
Statlog,MDS,K-Means,2.0,Laplace,ARI,10.0,0.12021492932867625,0.035144833487207795
Statlog,MDS,K-Means,2.0,Laplace,Fowlkes Mallows,2.0,0.2222978735129276,0.16782625814137955
Statlog,MDS,K-Means,2.0,Laplace,Fowlkes Mallows,5.0,0.23025243557471944,0.1649948387075297
Statlog,MDS,K-Means,2.0,Laplace,Fowlkes Mallows,10.0,0.2463801852977265,0.1746725083097788
Statlog,MDS,K-Means,2.0,Laplace,MI,2.0,0.13633927661186065,0.04006096293458477
Statlog,MDS,K-Means,2.0,Laplace,MI,5.0,0.1354942081873762,0.03412715337458316
Statlog,MDS,K-Means,2.0,Laplace,MI,10.0,0.14412491350016401,0.03827802359192077
Statlog,MDS,K-Means,2.0,Laplace,V Measure,2.0,0.1398236590307253,0.043951544973569436
Statlog,MDS,K-Means,2.0,Laplace,V Measure,5.0,0.13897502512164772,0.03802083192789367
Statlog,MDS,K-Means,2.0,Laplace,V Measure,10.0,0.14757409884662845,0.04216263358073941
Statlog,MDS,HC,2.0,Normal,ARI,2.0,0.11775082204752295,0.05468932135602727
Statlog,MDS,HC,2.0,Normal,ARI,5.0,0.10556251410360894,0.04934813124074396
Statlog,MDS,HC,2.0,Normal,ARI,10.0,0.10697360840836444,0.04707268880822765
Statlog,MDS,HC,2.0,Normal,Fowlkes Mallows,2.0,0.2491119264740194,0.20169146285449344
Statlog,MDS,HC,2.0,Normal,Fowlkes Mallows,5.0,0.23941758362243204,0.19890022661045675
Statlog,MDS,HC,2.0,Normal,Fowlkes Mallows,10.0,0.2409102658932613,0.2122981985221973
Statlog,MDS,HC,2.0,Normal,MI,2.0,0.17452529694053345,0.08949929396187327
Statlog,MDS,HC,2.0,Normal,MI,5.0,0.14070317808890925,0.058069885047264035
Statlog,MDS,HC,2.0,Normal,MI,10.0,0.13629582437890028,0.06530401007290834
Statlog,MDS,HC,2.0,Normal,V Measure,2.0,0.1778873206682492,0.09325430207562142
Statlog,MDS,HC,2.0,Normal,V Measure,5.0,0.14420776875004698,0.061968750423450285
Statlog,MDS,HC,2.0,Normal,V Measure,10.0,0.13982189432622982,0.06943034902497956
Statlog,MDS,K-Means,2.0,Normal,ARI,2.0,0.12080216553138895,0.06151537603411646
Statlog,MDS,K-Means,2.0,Normal,ARI,5.0,0.1401111531355544,0.07703990643175801
Statlog,MDS,K-Means,2.0,Normal,ARI,10.0,0.16776965235061098,0.10597971987035924
Statlog,MDS,K-Means,2.0,Normal,Fowlkes Mallows,2.0,0.2464154105318859,0.1960494250051123
Statlog,MDS,K-Means,2.0,Normal,Fowlkes Mallows,5.0,0.26304962818413785,0.2097755473961592
Statlog,MDS,K-Means,2.0,Normal,Fowlkes Mallows,10.0,0.28728260780294623,0.23642189927670385
Statlog,MDS,K-Means,2.0,Normal,MI,2.0,0.1791409889116926,0.09517134706752996
Statlog,MDS,K-Means,2.0,Normal,MI,5.0,0.18102959259693885,0.08983468785774502
Statlog,MDS,K-Means,2.0,Normal,MI,10.0,0.1988023028470368,0.10937778641023904
Statlog,MDS,K-Means,2.0,Normal,V Measure,2.0,0.18244583644935847,0.09881750189924927
Statlog,MDS,K-Means,2.0,Normal,V Measure,5.0,0.1843274487546125,0.09350558058797136
Statlog,MDS,K-Means,2.0,Normal,V Measure,10.0,0.2020323358254392,0.11298479718947625
Statlog,NMDS,HC,0.0,Laplace,ARI,2.0,-8.531131095241247e-05,1.2152383078110162e-05
Statlog,NMDS,HC,0.0,Laplace,ARI,5.0,-0.00012052197333623811,3.460383896834899e-07
Statlog,NMDS,HC,0.0,Laplace,ARI,10.0,4.640939449513241e-05,3.818785670076533e-05
Statlog,NMDS,HC,0.0,Laplace,Fowlkes Mallows,2.0,0.14757659371100387,0.15300956957230769
Statlog,NMDS,HC,0.0,Laplace,Fowlkes Mallows,5.0,0.1427859799539527,0.1432940692929038
Statlog,NMDS,HC,0.0,Laplace,Fowlkes Mallows,10.0,0.14273410232675332,0.14293573696125558
Statlog,NMDS,HC,0.0,Laplace,MI,2.0,-5.388567283807638e-05,4.57845015454893e-05
Statlog,NMDS,HC,0.0,Laplace,MI,5.0,-0.00019108119514757118,-2.432706873372766e-06
Statlog,NMDS,HC,0.0,Laplace,MI,10.0,6.314707017266337e-05,5.590802534731757e-05
Statlog,NMDS,HC,0.0,Laplace,V Measure,2.0,0.0040101292363754325,0.004150948860027632
Statlog,NMDS,HC,0.0,Laplace,V Measure,5.0,0.0038359702613685975,0.004026942402659432
Statlog,NMDS,HC,0.0,Laplace,V Measure,10.0,0.004087662833356108,0.0040820197745978426
Statlog,NMDS,K-Means,0.0,Laplace,ARI,2.0,-3.539633184039777e-05,-1.4431163002582219e-06
Statlog,NMDS,K-Means,0.0,Laplace,ARI,5.0,-0.00012052197333623811,3.4064447849885104e-05
Statlog,NMDS,K-Means,0.0,Laplace,ARI,10.0,4.640939449513241e-05,1.905899376312424e-05
Statlog,NMDS,K-Means,0.0,Laplace,Fowlkes Mallows,2.0,0.14343522009336054,0.1444507169285692
Statlog,NMDS,K-Means,0.0,Laplace,Fowlkes Mallows,5.0,0.1427859799539527,0.15405633431376742
Statlog,NMDS,K-Means,0.0,Laplace,Fowlkes Mallows,10.0,0.14273410232675332,0.15501885447227567
Statlog,NMDS,K-Means,0.0,Laplace,MI,2.0,-2.8958521728110492e-05,-1.0203786421178692e-05
Statlog,NMDS,K-Means,0.0,Laplace,MI,5.0,-0.00019108119514757118,4.651515921789422e-05
Statlog,NMDS,K-Means,0.0,Laplace,MI,10.0,6.314707017266337e-05,3.3481240286252315e-05
