data,method1,method2,noise,sigma,criteria,rank,value,methods
Statlog,DAE,PCA,Normal,0.5,MI,10,-0.0010950556648791803,DAE:PCA
Statlog,DAE,PCA,Normal,0.5,Fowlkes Mallows,10,0.487851657107467,DAE:PCA
Statlog,DAE,PCA,Normal,0.5,V Measure,10,0.004036434481706669,DAE:PCA
Statlog,DAE,PCA,Normal,1.0,ARI,10,-0.00040741151762259967,DAE:PCA
Statlog,DAE,PCA,Normal,1.0,MI,10,-0.0005994166890944558,DAE:PCA
Statlog,DAE,PCA,Normal,1.0,Fowlkes Mallows,10,0.47515495870697966,DAE:PCA
Statlog,DAE,PCA,Normal,1.0,V Measure,10,0.004530469026117412,DAE:PCA
Statlog,DAE,PCA,Normal,1.5,ARI,10,-0.0001307743826830784,DAE:PCA
Statlog,DAE,PCA,Normal,1.5,MI,10,-0.00022970507845835594,DAE:PCA
Statlog,DAE,PCA,Normal,1.5,Fowlkes Mallows,10,0.4405557158614189,DAE:PCA
Statlog,DAE,PCA,Normal,1.5,V Measure,10,0.004902336006556702,DAE:PCA
Statlog,DAE,PCA,Normal,2.0,ARI,10,-0.00010730788931490912,DAE:PCA
Statlog,DAE,PCA,Normal,2.0,MI,10,-0.00018363659822406603,DAE:PCA
Statlog,DAE,PCA,Normal,2.0,Fowlkes Mallows,10,0.4248546112244524,DAE:PCA
Statlog,DAE,PCA,Normal,2.0,V Measure,10,0.004949866611569759,DAE:PCA
Statlog,Isomap,PCA,Normal,0.0,ARI,10,0.5807342492022195,Isomap:PCA
Statlog,Isomap,PCA,Normal,0.0,MI,10,0.6602118117732015,Isomap:PCA
Statlog,Isomap,PCA,Normal,0.0,Fowlkes Mallows,10,0.6720707278356314,Isomap:PCA
Statlog,Isomap,PCA,Normal,0.0,V Measure,10,0.6618324294905584,Isomap:PCA
Statlog,Isomap,PCA,Normal,0.5,ARI,10,0.4306534769370049,Isomap:PCA
Statlog,Isomap,PCA,Normal,0.5,MI,10,0.5138577614377524,Isomap:PCA
Statlog,Isomap,PCA,Normal,0.5,Fowlkes Mallows,10,0.5517632046012786,Isomap:PCA
Statlog,Isomap,PCA,Normal,0.5,V Measure,10,0.5161288134655538,Isomap:PCA
Statlog,Isomap,PCA,Normal,1.0,ARI,10,0.20399062346355776,Isomap:PCA
Statlog,Isomap,PCA,Normal,1.0,MI,10,0.2745429323617582,Isomap:PCA
Statlog,Isomap,PCA,Normal,1.0,Fowlkes Mallows,10,0.35988246814146607,Isomap:PCA
Statlog,Isomap,PCA,Normal,1.0,V Measure,10,0.27789318488843867,Isomap:PCA
Statlog,Isomap,PCA,Normal,1.5,ARI,10,0.1004726778514898,Isomap:PCA
Statlog,Isomap,PCA,Normal,1.5,MI,10,0.13216540298414628,Isomap:PCA
Statlog,Isomap,PCA,Normal,1.5,Fowlkes Mallows,10,0.2624845365560222,Isomap:PCA
Statlog,Isomap,PCA,Normal,1.5,V Measure,10,0.1360541787151397,Isomap:PCA
Statlog,Isomap,PCA,Normal,2.0,ARI,10,0.05337724763268188,Isomap:PCA
Statlog,Isomap,PCA,Normal,2.0,MI,10,0.06426153545774663,Isomap:PCA
Statlog,Isomap,PCA,Normal,2.0,Fowlkes Mallows,10,0.21736134045409097,Isomap:PCA
Statlog,Isomap,PCA,Normal,2.0,V Measure,10,0.06839905684914627,Isomap:PCA
Statlog,MDS,PCA,Laplace,0.0,ARI,5,0.5957051237948293,MDS:PCA
Statlog,MDS,PCA,Laplace,0.0,MI,5,0.6989862816285742,MDS:PCA
Statlog,MDS,PCA,Laplace,0.0,Fowlkes Mallows,5,0.6841232700920927,MDS:PCA
Statlog,MDS,PCA,Laplace,0.0,V Measure,5,0.7004307285020327,MDS:PCA
Statlog,MDS,PCA,Laplace,0.5,ARI,2,0.32332545344314445,MDS:PCA
Statlog,MDS,PCA,Laplace,0.5,MI,2,0.4190357158793692,MDS:PCA
Statlog,MDS,PCA,Laplace,0.5,Fowlkes Mallows,2,0.4594688103844619,MDS:PCA
Statlog,MDS,PCA,Laplace,0.5,V Measure,2,0.4217729753578853,MDS:PCA
Statlog,MDS,PCA,Laplace,2.0,ARI,2,0.035240455350816983,MDS:PCA
Statlog,MDS,PCA,Laplace,2.0,MI,2,0.05780125328914997,MDS:PCA
Statlog,MDS,PCA,Laplace,2.0,Fowlkes Mallows,2,0.19986938563904452,MDS:PCA
Statlog,MDS,PCA,Laplace,2.0,V Measure,2,0.06190356745624616,MDS:PCA
Statlog,MDS,PCA,Normal,0.0,ARI,10,0.5960138488772301,MDS:PCA
Statlog,MDS,PCA,Normal,0.0,MI,10,0.7203171232105378,MDS:PCA
Statlog,MDS,PCA,Normal,0.0,Fowlkes Mallows,10,0.6827958577683502,MDS:PCA
Statlog,MDS,PCA,Normal,0.0,V Measure,10,0.7216345104383572,MDS:PCA
Statlog,MDS,PCA,Normal,0.5,ARI,10,0.5515806110368056,MDS:PCA
Statlog,MDS,PCA,Normal,0.5,MI,10,0.6559688835262024,MDS:PCA
Statlog,MDS,PCA,Normal,0.5,Fowlkes Mallows,10,0.6508229550471651,MDS:PCA
Statlog,MDS,PCA,Normal,0.5,V Measure,10,0.6576151613235023,MDS:PCA
Statlog,MDS,PCA,Normal,1.0,ARI,10,0.2788409651758542,MDS:PCA
Statlog,MDS,PCA,Normal,1.0,MI,10,0.3620262750216632,MDS:PCA
Statlog,MDS,PCA,Normal,1.0,Fowlkes Mallows,10,0.4269580217854466,MDS:PCA
Statlog,MDS,PCA,Normal,1.0,V Measure,10,0.36503148109146033,MDS:PCA
Statlog,MDS,PCA,Normal,1.5,ARI,10,0.11647437748219022,MDS:PCA
Statlog,MDS,PCA,Normal,1.5,MI,10,0.16320389836842608,MDS:PCA
Statlog,MDS,PCA,Normal,1.5,Fowlkes Mallows,10,0.27696450323757404,MDS:PCA
Statlog,MDS,PCA,Normal,1.5,V Measure,10,0.1669757638899428,MDS:PCA
Statlog,MDS,PCA,Normal,2.0,ARI,10,0.054513683136728816,MDS:PCA
Statlog,MDS,PCA,Normal,2.0,MI,10,0.07290106261490205,MDS:PCA
Statlog,MDS,PCA,Normal,2.0,Fowlkes Mallows,10,0.21455653507555725,MDS:PCA
Statlog,MDS,PCA,Normal,2.0,V Measure,10,0.07697326270831663,MDS:PCA
Statlog,NMDS,PCA,Normal,0.0,ARI,2,-0.0001166290898414863,NMDS:PCA
Statlog,NMDS,PCA,Normal,0.0,MI,2,0.00028427001512615265,NMDS:PCA
Statlog,NMDS,PCA,Normal,0.0,Fowlkes Mallows,2,0.20462194544142662,NMDS:PCA
Statlog,NMDS,PCA,Normal,0.0,V Measure,2,0.00511258528161544,NMDS:PCA
Statlog,NMDS,PCA,Normal,0.5,ARI,10,-0.0002643459900326187,NMDS:PCA
Statlog,NMDS,PCA,Normal,0.5,MI,10,0.00028288653123641216,NMDS:PCA
Statlog,NMDS,PCA,Normal,0.5,Fowlkes Mallows,10,0.19365547911815725,NMDS:PCA
Statlog,NMDS,PCA,Normal,0.5,V Measure,10,0.00489632199274486,NMDS:PCA
Statlog,NMDS,PCA,Normal,1.0,ARI,2,3.1091752774074484e-05,NMDS:PCA
Statlog,NMDS,PCA,Normal,1.0,MI,2,0.00033981741838778336,NMDS:PCA
Statlog,NMDS,PCA,Normal,1.0,Fowlkes Mallows,2,0.17535992948064624,NMDS:PCA
Statlog,NMDS,PCA,Normal,1.0,V Measure,2,0.004812208651042743,NMDS:PCA
Statlog,NMDS,PCA,Normal,1.5,ARI,5,-0.00012957996462416521,NMDS:PCA
Statlog,NMDS,PCA,Normal,1.5,MI,5,0.00014593187875841567,NMDS:PCA
Statlog,NMDS,PCA,Normal,1.5,Fowlkes Mallows,5,0.16932423480265563,NMDS:PCA
Statlog,NMDS,PCA,Normal,1.5,V Measure,5,0.004543127634695566,NMDS:PCA
Statlog,NMDS,PCA,Normal,2.0,ARI,10,2.14365307094523e-05,NMDS:PCA
Statlog,NMDS,PCA,Normal,2.0,MI,10,0.0002191678084899303,NMDS:PCA
Statlog,NMDS,PCA,Normal,2.0,Fowlkes Mallows,10,0.16785327814904705,NMDS:PCA
Statlog,NMDS,PCA,Normal,2.0,V Measure,10,0.00460385190860149,NMDS:PCA
Statlog,PCA,PCA,Laplace,0.0,ARI,10,1.0,PCA:PCA
Statlog,PCA,PCA,Laplace,0.0,MI,10,1.0,PCA:PCA
Statlog,PCA,PCA,Laplace,0.0,Fowlkes Mallows,10,1.0,PCA:PCA
Statlog,PCA,PCA,Laplace,0.0,V Measure,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,0.0,ARI,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,0.0,MI,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,0.0,Fowlkes Mallows,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,0.0,V Measure,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,0.5,ARI,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,0.5,MI,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,0.5,Fowlkes Mallows,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,0.5,V Measure,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,1.0,ARI,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,1.0,MI,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,1.0,Fowlkes Mallows,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,1.0,V Measure,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,1.5,ARI,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,1.5,MI,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,1.5,Fowlkes Mallows,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,1.5,V Measure,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,2.0,ARI,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,2.0,MI,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,2.0,Fowlkes Mallows,10,1.0,PCA:PCA
Statlog,PCA,PCA,Normal,2.0,V Measure,10,1.0,PCA:PCA
Statlog,PCA,Random Projection,Normal,0.0,ARI,10,0.5819861065363573,PCA:Random Projection
Statlog,PCA,Random Projection,Normal,0.0,MI,10,0.7286656934843994,PCA:Random Projection
Statlog,PCA,Random Projection,Normal,0.0,Fowlkes Mallows,10,0.67749006807549,PCA:Random Projection
Statlog,PCA,Random Projection,Normal,0.0,V Measure,10,0.7299898687983176,PCA:Random Projection
Statlog,PCA,Random Projection,Normal,1.0,ARI,10,0.15873782480641335,PCA:Random Projection
Statlog,PCA,Random Projection,Normal,1.0,MI,10,0.24151073555898328,PCA:Random Projection
Statlog,PCA,Random Projection,Normal,1.0,Fowlkes Mallows,10,0.3339884152722772,PCA:Random Projection
Statlog,PCA,Random Projection,Normal,1.0,V Measure,10,0.2451094009644968,PCA:Random Projection
Statlog,PCA,Random Projection,Normal,2.0,ARI,10,0.022988762462335784,PCA:Random Projection
Statlog,PCA,Random Projection,Normal,2.0,MI,10,0.03873991366300283,PCA:Random Projection
Statlog,PCA,Random Projection,Normal,2.0,Fowlkes Mallows,10,0.19260131419635398,PCA:Random Projection
Statlog,PCA,Random Projection,Normal,2.0,V Measure,10,0.04300350207482606,PCA:Random Projection
Statlog,PCA,Spectral (NN),Normal,0.0,ARI,10,0.7252098818472268,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,0.0,MI,10,0.8025472279718927,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,0.0,Fowlkes Mallows,10,0.7863188415155874,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,0.0,V Measure,10,0.803467136361585,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,0.5,ARI,10,0.584699855897532,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,0.5,MI,10,0.746417615914941,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,0.5,Fowlkes Mallows,10,0.6819789739851282,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,0.5,V Measure,10,0.7476601925376047,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,1.0,ARI,10,0.3147777240846348,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,1.0,MI,10,0.4237982831971647,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,1.0,Fowlkes Mallows,10,0.4718689041848421,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,1.0,V Measure,10,0.42661118412842497,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,1.5,ARI,10,0.12603886219167548,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,1.5,MI,10,0.19083530533769116,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,1.5,Fowlkes Mallows,10,0.2942892050430784,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,1.5,V Measure,10,0.1945356845599558,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,2.0,ARI,10,0.057792661904518344,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,2.0,MI,10,0.08749751297554029,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,2.0,Fowlkes Mallows,10,0.2194860462294999,PCA:Spectral (NN)
Statlog,PCA,Spectral (NN),Normal,2.0,V Measure,10,0.09151992953246432,PCA:Spectral (NN)
Statlog,PCA,Spectral (RBF),Normal,0.0,ARI,10,0.0065867307448470224,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,0.0,MI,10,0.027269166877219732,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,0.0,Fowlkes Mallows,10,0.4824930665189913,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,0.0,V Measure,10,0.03402253367902208,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,0.5,ARI,10,0.006565681862018404,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,0.5,MI,10,0.03248141959691022,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,0.5,Fowlkes Mallows,10,0.49203685390934476,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,0.5,V Measure,10,0.039054286860457095,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,1.0,ARI,10,0.006235198048021207,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,1.0,MI,10,0.030625460687931847,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,1.0,Fowlkes Mallows,10,0.47900147769792467,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,1.0,V Measure,10,0.03715439830874239,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,1.5,ARI,10,0.004860511123147165,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,1.5,MI,10,0.025508874978571273,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,1.5,Fowlkes Mallows,10,0.4438572823304752,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,1.5,V Measure,10,0.03188800556347734,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,2.0,ARI,10,0.005511519946981458,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,2.0,MI,10,0.02691867692641706,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,2.0,Fowlkes Mallows,10,0.4267931091065838,PCA:Spectral (RBF)
Statlog,PCA,Spectral (RBF),Normal,2.0,V Measure,10,0.033185897340140776,PCA:Spectral (RBF)
Statlog,PCA,t-SNE,Normal,0.0,ARI,2,0.3505980552380838,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,0.0,MI,2,0.5272742977242815,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,0.0,Fowlkes Mallows,2,0.4983089153251832,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,0.0,V Measure,2,0.5295725906526536,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,0.5,ARI,2,0.38441595957732955,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,0.5,MI,2,0.5165102720707714,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,0.5,Fowlkes Mallows,2,0.515399290404191,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,0.5,V Measure,2,0.5187921554537558,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,1.0,ARI,2,0.22691903943906755,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,1.0,MI,2,0.32228135334517505,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,1.0,Fowlkes Mallows,2,0.3636514360982068,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,1.0,V Measure,2,0.3253053663675933,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,1.5,ARI,2,0.1276618634821979,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,1.5,MI,2,0.19026115728182763,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,1.5,Fowlkes Mallows,2,0.2768430023741364,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,1.5,V Measure,2,0.19383944056686175,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,2.0,ARI,2,0.06918633300329514,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,2.0,MI,2,0.11113708454652714,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,2.0,Fowlkes Mallows,2,0.22962656514973873,PCA:t-SNE
Statlog,PCA,t-SNE,Normal,2.0,V Measure,2,0.11506478241863106,PCA:t-SNE
Statlog,PCA,UMAP,Normal,0.0,ARI,10,0.7250189324353138,PCA:UMAP
Statlog,PCA,UMAP,Normal,0.0,MI,10,0.8246308973810075,PCA:UMAP
Statlog,PCA,UMAP,Normal,0.0,Fowlkes Mallows,10,0.7858551671775416,PCA:UMAP
Statlog,PCA,UMAP,Normal,0.0,V Measure,10,0.8254658516306635,PCA:UMAP
Statlog,PCA,UMAP,Normal,0.5,ARI,10,0.6741645614438609,PCA:UMAP
Statlog,PCA,UMAP,Normal,0.5,MI,10,0.7849948759611773,PCA:UMAP
Statlog,PCA,UMAP,Normal,0.5,Fowlkes Mallows,10,0.7489863528978998,PCA:UMAP
Statlog,PCA,UMAP,Normal,0.5,V Measure,10,0.7860143089362943,PCA:UMAP
Statlog,PCA,UMAP,Normal,1.0,ARI,10,0.3430087534610149,PCA:UMAP
Statlog,PCA,UMAP,Normal,1.0,MI,10,0.4401079690809173,PCA:UMAP
Statlog,PCA,UMAP,Normal,1.0,Fowlkes Mallows,10,0.4752035612907918,PCA:UMAP
Statlog,PCA,UMAP,Normal,1.0,V Measure,10,0.44270476409969034,PCA:UMAP
Statlog,PCA,UMAP,Normal,1.5,ARI,10,0.14794441823764162,PCA:UMAP
Statlog,PCA,UMAP,Normal,1.5,MI,10,0.20566862742308292,PCA:UMAP
Statlog,PCA,UMAP,Normal,1.5,Fowlkes Mallows,10,0.29907055620140394,PCA:UMAP
Statlog,PCA,UMAP,Normal,1.5,V Measure,10,0.209209474737416,PCA:UMAP
Statlog,PCA,UMAP,Normal,2.0,ARI,10,0.07388921790260747,PCA:UMAP
Statlog,PCA,UMAP,Normal,2.0,MI,10,0.10163848082471816,PCA:UMAP
Statlog,PCA,UMAP,Normal,2.0,Fowlkes Mallows,10,0.23108803123471802,PCA:UMAP
Statlog,PCA,UMAP,Normal,2.0,V Measure,10,0.10558735803008716,PCA:UMAP
Statlog,Random Projection,Random Projection,Normal,0.0,ARI,10,1.0,Random Projection:Random Projection
Statlog,Random Projection,Random Projection,Normal,0.0,MI,10,1.0,Random Projection:Random Projection
Statlog,Random Projection,Random Projection,Normal,0.0,Fowlkes Mallows,10,1.0,Random Projection:Random Projection
Statlog,Random Projection,Random Projection,Normal,0.0,V Measure,10,1.0,Random Projection:Random Projection
Statlog,Random Projection,Random Projection,Normal,1.0,ARI,10,1.0,Random Projection:Random Projection
Statlog,Random Projection,Random Projection,Normal,1.0,MI,10,1.0,Random Projection:Random Projection
Statlog,Random Projection,Random Projection,Normal,1.0,Fowlkes Mallows,10,1.0,Random Projection:Random Projection
Statlog,Random Projection,Random Projection,Normal,1.0,V Measure,10,1.0,Random Projection:Random Projection
Statlog,Random Projection,Random Projection,Normal,2.0,ARI,10,1.0,Random Projection:Random Projection
Statlog,Random Projection,Random Projection,Normal,2.0,MI,10,1.0,Random Projection:Random Projection
Statlog,Random Projection,Random Projection,Normal,2.0,Fowlkes Mallows,10,1.0,Random Projection:Random Projection
Statlog,Random Projection,Random Projection,Normal,2.0,V Measure,10,1.0,Random Projection:Random Projection
Statlog,DAE,Spectral (NN),Normal,0.0,ARI,10,-0.0005234939385104141,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,0.0,MI,10,-0.0006659141888708852,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,0.0,Fowlkes Mallows,10,0.42798695722620167,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,0.0,V Measure,10,0.004471936471058736,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,0.5,ARI,10,-0.0008429557286051271,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,0.5,MI,10,-0.0010637682367928784,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,0.5,Fowlkes Mallows,10,0.4674322147239659,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,0.5,V Measure,10,0.0040718535207562865,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,1.0,ARI,10,-0.0004272563481238989,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,1.0,MI,10,-0.0005727377556141781,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,1.0,Fowlkes Mallows,10,0.47651714033935877,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,1.0,V Measure,10,0.004559709636487357,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,1.5,ARI,10,-0.00011900499756798028,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,1.5,MI,10,-0.00020305598578660374,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,1.5,Fowlkes Mallows,10,0.43341579663138113,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,1.5,V Measure,10,0.004931347052162814,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,2.0,ARI,10,-7.177478114842492e-07,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,2.0,MI,10,-1.655832041251203e-05,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,2.0,Fowlkes Mallows,10,0.40136158074882805,DAE:Spectral (NN)
Statlog,DAE,Spectral (NN),Normal,2.0,V Measure,10,0.005119851883388133,DAE:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,0.0,ARI,10,0.47823210424595103,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,0.0,MI,10,0.6353448239782793,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,0.0,Fowlkes Mallows,10,0.5786216911494214,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,0.0,V Measure,10,0.6369528062025323,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,0.5,ARI,10,0.3614563029118163,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,0.5,MI,10,0.4738047812572815,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,0.5,Fowlkes Mallows,10,0.48808960518839484,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,0.5,V Measure,10,0.4761393632976093,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,1.0,ARI,10,0.16596327847067638,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,1.0,MI,10,0.250564759160922,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,1.0,Fowlkes Mallows,10,0.32925743384864214,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,1.0,V Measure,10,0.2538859415750011,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,1.5,ARI,10,0.08606278054099682,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,1.5,MI,10,0.12442367111950114,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,1.5,Fowlkes Mallows,10,0.24794692247393235,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,1.5,V Measure,10,0.12818854697349757,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,2.0,ARI,10,0.04663482014384228,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,2.0,MI,10,0.06036515922101349,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,2.0,Fowlkes Mallows,10,0.20260215073169788,Isomap:Spectral (NN)
Statlog,Isomap,Spectral (NN),Normal,2.0,V Measure,10,0.06430006579896437,Isomap:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,0.0,ARI,10,0.5253777551335559,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,0.0,MI,10,0.6962934031240576,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,0.0,Fowlkes Mallows,10,0.6122991261563899,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,0.0,V Measure,10,0.697653433260376,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,0.5,ARI,10,0.47692197470528064,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,0.5,MI,10,0.6161831914207596,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,0.5,Fowlkes Mallows,10,0.5852047169118668,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,0.5,V Measure,10,0.6179659326529057,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,1.0,ARI,10,0.24116146028927418,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,1.0,MI,10,0.33722557925588104,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,1.0,Fowlkes Mallows,10,0.3973109129881726,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,1.0,V Measure,10,0.34028164950005746,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,1.5,ARI,10,0.10176511197655567,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,1.5,MI,10,0.15464349215412773,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,1.5,Fowlkes Mallows,10,0.26219848422713293,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,1.5,V Measure,10,0.15834064171576828,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,2.0,ARI,10,0.047670502011847776,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,2.0,MI,10,0.0651692879081043,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,2.0,Fowlkes Mallows,10,0.19982506216490098,MDS:Spectral (NN)
Statlog,MDS,Spectral (NN),Normal,2.0,V Measure,10,0.06905645860870693,MDS:Spectral (NN)
Statlog,Random Projection,Spectral (NN),Normal,0.0,ARI,10,0.48458521729991977,Random Projection:Spectral (NN)
Statlog,Random Projection,Spectral (NN),Normal,0.0,MI,10,0.6429212756085373,Random Projection:Spectral (NN)
Statlog,Random Projection,Spectral (NN),Normal,0.0,Fowlkes Mallows,10,0.591223259967055,Random Projection:Spectral (NN)
