data,method1,method2,noise,sigma,clustering,criteria,rank,value
PANCAN,NMDS,Spectral (NN),Laplace,1.0,HC,V Measure,10,0.006896003145356315
PANCAN,NMDS,Spectral (NN),Laplace,2.0,K-Means,ARI,2,-0.002658274381363201
PANCAN,NMDS,Spectral (NN),Laplace,2.0,K-Means,ARI,5,0.003824429774180066
PANCAN,NMDS,Spectral (NN),Laplace,2.0,K-Means,ARI,10,-0.000963200947298823
PANCAN,NMDS,Spectral (NN),Laplace,2.0,K-Means,MI,2,-0.002709527495365791
PANCAN,NMDS,Spectral (NN),Laplace,2.0,K-Means,MI,5,0.005879110168541391
PANCAN,NMDS,Spectral (NN),Laplace,2.0,K-Means,MI,10,0.0010111077335626974
PANCAN,NMDS,Spectral (NN),Laplace,2.0,K-Means,Fowlkes Mallows,2,0.21754845341729329
PANCAN,NMDS,Spectral (NN),Laplace,2.0,K-Means,Fowlkes Mallows,5,0.21937467121627266
PANCAN,NMDS,Spectral (NN),Laplace,2.0,K-Means,Fowlkes Mallows,10,0.2696321599084148
PANCAN,NMDS,Spectral (NN),Laplace,2.0,K-Means,V Measure,2,0.0041225489139326615
PANCAN,NMDS,Spectral (NN),Laplace,2.0,K-Means,V Measure,5,0.01262129455915835
PANCAN,NMDS,Spectral (NN),Laplace,2.0,K-Means,V Measure,10,0.008474457653634082
PANCAN,NMDS,Spectral (NN),Laplace,2.0,HC,ARI,2,-0.002982313481357037
PANCAN,NMDS,Spectral (NN),Laplace,2.0,HC,ARI,5,-0.0025485233044999964
PANCAN,NMDS,Spectral (NN),Laplace,2.0,HC,ARI,10,0.007187473740094308
PANCAN,NMDS,Spectral (NN),Laplace,2.0,HC,MI,2,-0.003750082666953908
PANCAN,NMDS,Spectral (NN),Laplace,2.0,HC,MI,5,-0.0016879693604409608
PANCAN,NMDS,Spectral (NN),Laplace,2.0,HC,MI,10,0.0009100612178842037
PANCAN,NMDS,Spectral (NN),Laplace,2.0,HC,Fowlkes Mallows,2,0.21593029016883405
PANCAN,NMDS,Spectral (NN),Laplace,2.0,HC,Fowlkes Mallows,5,0.21958403692368791
PANCAN,NMDS,Spectral (NN),Laplace,2.0,HC,Fowlkes Mallows,10,0.2762394013551929
PANCAN,NMDS,Spectral (NN),Laplace,2.0,HC,V Measure,2,0.003094735527344068
PANCAN,NMDS,Spectral (NN),Laplace,2.0,HC,V Measure,5,0.00515253732184252
PANCAN,NMDS,Spectral (NN),Laplace,2.0,HC,V Measure,10,0.008280461698019312
PANCAN,NMDS,Spectral (NN),Normal,0.0,K-Means,ARI,2,5.432431304824988e-06
PANCAN,NMDS,Spectral (NN),Normal,0.0,K-Means,ARI,5,0.001385161067846449
PANCAN,NMDS,Spectral (NN),Normal,0.0,K-Means,ARI,10,3.899841876903748e-05
PANCAN,NMDS,Spectral (NN),Normal,0.0,K-Means,MI,2,-0.0026922093781447235
PANCAN,NMDS,Spectral (NN),Normal,0.0,K-Means,MI,5,0.0025234666369590326
PANCAN,NMDS,Spectral (NN),Normal,0.0,K-Means,MI,10,0.0008801714286900756
PANCAN,NMDS,Spectral (NN),Normal,0.0,K-Means,Fowlkes Mallows,2,0.24585433521520464
PANCAN,NMDS,Spectral (NN),Normal,0.0,K-Means,Fowlkes Mallows,5,0.21868798761653369
PANCAN,NMDS,Spectral (NN),Normal,0.0,K-Means,Fowlkes Mallows,10,0.2202563384667644
PANCAN,NMDS,Spectral (NN),Normal,0.0,K-Means,V Measure,2,0.004427658637354256
PANCAN,NMDS,Spectral (NN),Normal,0.0,K-Means,V Measure,5,0.009297416085784693
PANCAN,NMDS,Spectral (NN),Normal,0.0,K-Means,V Measure,10,0.007744238108892536
PANCAN,NMDS,Spectral (NN),Normal,0.0,HC,ARI,2,-0.0007724466588462812
PANCAN,NMDS,Spectral (NN),Normal,0.0,HC,ARI,5,-0.0009349211433339467
PANCAN,NMDS,Spectral (NN),Normal,0.0,HC,ARI,10,0.0007552776600961512
PANCAN,NMDS,Spectral (NN),Normal,0.0,HC,MI,2,0.0003011876251937008
PANCAN,NMDS,Spectral (NN),Normal,0.0,HC,MI,5,-0.0025861620014812447
PANCAN,NMDS,Spectral (NN),Normal,0.0,HC,MI,10,-0.003036987605282804
PANCAN,NMDS,Spectral (NN),Normal,0.0,HC,Fowlkes Mallows,2,0.22871823821933585
PANCAN,NMDS,Spectral (NN),Normal,0.0,HC,Fowlkes Mallows,5,0.22611755481213625
PANCAN,NMDS,Spectral (NN),Normal,0.0,HC,Fowlkes Mallows,10,0.25810133372812033
PANCAN,NMDS,Spectral (NN),Normal,0.0,HC,V Measure,2,0.007229803903215461
PANCAN,NMDS,Spectral (NN),Normal,0.0,HC,V Measure,5,0.004322583708594361
PANCAN,NMDS,Spectral (NN),Normal,0.0,HC,V Measure,10,0.004238653256169382
PANCAN,NMDS,Spectral (NN),Normal,0.5,K-Means,ARI,2,-0.002824707830854461
PANCAN,NMDS,Spectral (NN),Normal,0.5,K-Means,ARI,5,-0.0002636971331138517
PANCAN,NMDS,Spectral (NN),Normal,0.5,K-Means,ARI,10,0.002917448301645061
PANCAN,NMDS,Spectral (NN),Normal,0.5,K-Means,MI,2,-0.0036281093226766493
PANCAN,NMDS,Spectral (NN),Normal,0.5,K-Means,MI,5,-0.0003886683349119005
PANCAN,NMDS,Spectral (NN),Normal,0.5,K-Means,MI,10,0.003774041625429026
PANCAN,NMDS,Spectral (NN),Normal,0.5,K-Means,Fowlkes Mallows,2,0.20864998760054246
PANCAN,NMDS,Spectral (NN),Normal,0.5,K-Means,Fowlkes Mallows,5,0.20003976636582865
PANCAN,NMDS,Spectral (NN),Normal,0.5,K-Means,Fowlkes Mallows,10,0.2034621047220724
PANCAN,NMDS,Spectral (NN),Normal,0.5,K-Means,V Measure,2,0.0031005263554320754
PANCAN,NMDS,Spectral (NN),Normal,0.5,K-Means,V Measure,5,0.006212858213383531
PANCAN,NMDS,Spectral (NN),Normal,0.5,K-Means,V Measure,10,0.010358189326067243
PANCAN,NMDS,Spectral (NN),Normal,0.5,HC,ARI,2,0.003690529393960369
PANCAN,NMDS,Spectral (NN),Normal,0.5,HC,ARI,5,-0.002962915436823592
PANCAN,NMDS,Spectral (NN),Normal,0.5,HC,ARI,10,0.004170902465671311
PANCAN,NMDS,Spectral (NN),Normal,0.5,HC,MI,2,0.0007849138552674544
PANCAN,NMDS,Spectral (NN),Normal,0.5,HC,MI,5,-0.002760315305572709
PANCAN,NMDS,Spectral (NN),Normal,0.5,HC,MI,10,0.003648021582504413
PANCAN,NMDS,Spectral (NN),Normal,0.5,HC,Fowlkes Mallows,2,0.2417874513909424
PANCAN,NMDS,Spectral (NN),Normal,0.5,HC,Fowlkes Mallows,5,0.2302217786131573
PANCAN,NMDS,Spectral (NN),Normal,0.5,HC,Fowlkes Mallows,10,0.23664117568880025
PANCAN,NMDS,Spectral (NN),Normal,0.5,HC,V Measure,2,0.007835280695875033
PANCAN,NMDS,Spectral (NN),Normal,0.5,HC,V Measure,5,0.004258988993590954
PANCAN,NMDS,Spectral (NN),Normal,0.5,HC,V Measure,10,0.010644892928322224
PANCAN,NMDS,Spectral (NN),Normal,1.0,K-Means,ARI,2,0.003937525857538836
PANCAN,NMDS,Spectral (NN),Normal,1.0,K-Means,ARI,5,-0.000956188964719248
PANCAN,NMDS,Spectral (NN),Normal,1.0,K-Means,ARI,10,0.0002995650532035556
PANCAN,NMDS,Spectral (NN),Normal,1.0,K-Means,MI,2,-0.0018693699075564797
PANCAN,NMDS,Spectral (NN),Normal,1.0,K-Means,MI,5,-0.0013853933539111985
PANCAN,NMDS,Spectral (NN),Normal,1.0,K-Means,MI,10,0.0027349086732799664
PANCAN,NMDS,Spectral (NN),Normal,1.0,K-Means,Fowlkes Mallows,2,0.25389472083343395
PANCAN,NMDS,Spectral (NN),Normal,1.0,K-Means,Fowlkes Mallows,5,0.2163915903790181
PANCAN,NMDS,Spectral (NN),Normal,1.0,K-Means,Fowlkes Mallows,10,0.250918825043347
PANCAN,NMDS,Spectral (NN),Normal,1.0,K-Means,V Measure,2,0.00531025064546085
PANCAN,NMDS,Spectral (NN),Normal,1.0,K-Means,V Measure,5,0.005411211011413425
PANCAN,NMDS,Spectral (NN),Normal,1.0,K-Means,V Measure,10,0.009904005942584872
PANCAN,NMDS,Spectral (NN),Normal,1.0,HC,ARI,2,-0.0016842300318783367
PANCAN,NMDS,Spectral (NN),Normal,1.0,HC,ARI,5,0.0020154184668885592
PANCAN,NMDS,Spectral (NN),Normal,1.0,HC,ARI,10,3.59262859073826e-06
PANCAN,NMDS,Spectral (NN),Normal,1.0,HC,MI,2,-0.002963093404534935
PANCAN,NMDS,Spectral (NN),Normal,1.0,HC,MI,5,-0.00044810849176341467
PANCAN,NMDS,Spectral (NN),Normal,1.0,HC,MI,10,-0.0020488306640775453
PANCAN,NMDS,Spectral (NN),Normal,1.0,HC,Fowlkes Mallows,2,0.2575086231319135
PANCAN,NMDS,Spectral (NN),Normal,1.0,HC,Fowlkes Mallows,5,0.2364424453270507
PANCAN,NMDS,Spectral (NN),Normal,1.0,HC,Fowlkes Mallows,10,0.26562263575703665
PANCAN,NMDS,Spectral (NN),Normal,1.0,HC,V Measure,2,0.004353480420023436
PANCAN,NMDS,Spectral (NN),Normal,1.0,HC,V Measure,5,0.006533185997814746
PANCAN,NMDS,Spectral (NN),Normal,1.0,HC,V Measure,10,0.005281683457131114
PANCAN,NMDS,Spectral (NN),Normal,2.0,K-Means,ARI,2,-0.0013639623753229793
PANCAN,NMDS,Spectral (NN),Normal,2.0,K-Means,ARI,5,0.00033274210123495653
PANCAN,NMDS,Spectral (NN),Normal,2.0,K-Means,ARI,10,-0.0026827348573499605
PANCAN,NMDS,Spectral (NN),Normal,2.0,K-Means,MI,2,-0.0008037450258144892
PANCAN,NMDS,Spectral (NN),Normal,2.0,K-Means,MI,5,0.0031547949511318988
PANCAN,NMDS,Spectral (NN),Normal,2.0,K-Means,MI,10,-0.0033658898038409226
PANCAN,NMDS,Spectral (NN),Normal,2.0,K-Means,Fowlkes Mallows,2,0.2181467913478504
PANCAN,NMDS,Spectral (NN),Normal,2.0,K-Means,Fowlkes Mallows,5,0.21708948670656936
PANCAN,NMDS,Spectral (NN),Normal,2.0,K-Means,Fowlkes Mallows,10,0.2410457757634032
PANCAN,NMDS,Spectral (NN),Normal,2.0,K-Means,V Measure,2,0.0060074120022659576
PANCAN,NMDS,Spectral (NN),Normal,2.0,K-Means,V Measure,5,0.00991774682054893
PANCAN,NMDS,Spectral (NN),Normal,2.0,K-Means,V Measure,10,0.00385697523658311
PANCAN,NMDS,Spectral (NN),Normal,2.0,HC,ARI,2,0.005233390114008343
PANCAN,NMDS,Spectral (NN),Normal,2.0,HC,ARI,5,-0.0017105927826252419
PANCAN,NMDS,Spectral (NN),Normal,2.0,HC,ARI,10,-0.0018263696276305573
PANCAN,NMDS,Spectral (NN),Normal,2.0,HC,MI,2,-0.00032216780811292016
PANCAN,NMDS,Spectral (NN),Normal,2.0,HC,MI,5,-1.5363008445891829e-06
PANCAN,NMDS,Spectral (NN),Normal,2.0,HC,MI,10,-0.0014510395218330068
PANCAN,NMDS,Spectral (NN),Normal,2.0,HC,Fowlkes Mallows,2,0.26265021031596625
PANCAN,NMDS,Spectral (NN),Normal,2.0,HC,Fowlkes Mallows,5,0.2336365548784975
PANCAN,NMDS,Spectral (NN),Normal,2.0,HC,Fowlkes Mallows,10,0.2633521772929096
PANCAN,NMDS,Spectral (NN),Normal,2.0,HC,V Measure,2,0.006946030960579325
PANCAN,NMDS,Spectral (NN),Normal,2.0,HC,V Measure,5,0.0069631467562576614
PANCAN,NMDS,Spectral (NN),Normal,2.0,HC,V Measure,10,0.005915748277710433
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,K-Means,ARI,2,-2.3669150611164755e-05
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,K-Means,ARI,5,-0.0017961510587076325
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,K-Means,ARI,10,-0.00046710511481122216
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,K-Means,MI,2,0.0007289339306174548
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,K-Means,MI,5,-0.003593496903771568
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,K-Means,MI,10,-0.0005568109562863915
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,K-Means,Fowlkes Mallows,2,0.21864019336965868
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,K-Means,Fowlkes Mallows,5,0.2636936167105198
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,K-Means,Fowlkes Mallows,10,0.32396924382946324
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,K-Means,V Measure,2,0.0075408160885475795
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,K-Means,V Measure,5,0.003839182085144522
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,K-Means,V Measure,10,0.008441931587306195
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,HC,ARI,2,0.0015785781557512866
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,HC,ARI,5,-0.006050137461917343
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,HC,ARI,10,0.0003837931135156461
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,HC,MI,2,-0.000551974341554272
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,HC,MI,5,0.0010981293577339334
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,HC,MI,10,0.001281325245203689
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,HC,Fowlkes Mallows,2,0.22493851935718104
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,HC,Fowlkes Mallows,5,0.2710879382179137
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,HC,Fowlkes Mallows,10,0.3657391306185296
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,HC,V Measure,2,0.00632359241041121
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,HC,V Measure,5,0.008604618030184091
PANCAN,NMDS,Spectral (RBF),Laplace,0.0,HC,V Measure,10,0.01127083184044885
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,K-Means,ARI,2,0.0013606930943899636
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,K-Means,ARI,5,-0.0008896296212207435
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,K-Means,ARI,10,9.773237813588242e-05
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,K-Means,MI,2,0.0012964736826134122
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,K-Means,MI,5,-0.0012700721780648714
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,K-Means,MI,10,-6.294378748613711e-05
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,K-Means,Fowlkes Mallows,2,0.2063932569718848
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,K-Means,Fowlkes Mallows,5,0.199391913175052
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,K-Means,Fowlkes Mallows,10,0.1999336056406756
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,K-Means,V Measure,2,0.007943852433904034
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,K-Means,V Measure,5,0.005335458358026218
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,K-Means,V Measure,10,0.00653197348763223
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,HC,ARI,2,0.0010102171541697936
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,HC,ARI,5,-0.002344600065309024
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,HC,ARI,10,-0.0007983376938981019
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,HC,MI,2,0.0006113558027513624
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,HC,MI,5,-0.002009424736925481
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,HC,MI,10,-0.0022870614941986308
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,HC,Fowlkes Mallows,2,0.21354584954860195
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,HC,Fowlkes Mallows,5,0.2201535632415663
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,HC,Fowlkes Mallows,10,0.2092987702684555
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,HC,V Measure,2,0.007356765108273837
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,HC,V Measure,5,0.004831006403921528
PANCAN,NMDS,Spectral (RBF),Laplace,0.5,HC,V Measure,10,0.004426882581615426
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,K-Means,ARI,2,-0.002677257695878221
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,K-Means,ARI,5,0.00046447882914933116
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,K-Means,ARI,10,2.7755657459475294e-05
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,K-Means,MI,2,-0.0019333640124835254
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,K-Means,MI,5,5.818839343930583e-06
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,K-Means,MI,10,0.0004273824776811927
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,K-Means,Fowlkes Mallows,2,0.21465469826874095
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,K-Means,Fowlkes Mallows,5,0.24469989208339735
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,K-Means,Fowlkes Mallows,10,0.3039775600186677
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,K-Means,V Measure,2,0.0048757416049375465
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,K-Means,V Measure,5,0.007195338601193081
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,K-Means,V Measure,10,0.009164438942426958
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,HC,ARI,2,-0.002769811974002161
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,HC,ARI,5,0.0012950914736502609
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,HC,ARI,10,0.0025189183668767323
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,HC,MI,2,-0.002507777512599057
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,HC,MI,5,-0.003096814729961804
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,HC,MI,10,-0.00032385195257030866
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,HC,Fowlkes Mallows,2,0.22839546424020604
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,HC,Fowlkes Mallows,5,0.2669703377049026
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,HC,Fowlkes Mallows,10,0.3867466846495894
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,HC,V Measure,2,0.0044263053725277215
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,HC,V Measure,5,0.004369095186000033
PANCAN,NMDS,Spectral (RBF),Laplace,1.0,HC,V Measure,10,0.010000351016629123
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,K-Means,ARI,2,-0.002914943908556612
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,K-Means,ARI,5,0.00021852417166249837
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,K-Means,ARI,10,-0.000579951986788549
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,K-Means,MI,2,-0.002838000784537923
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,K-Means,MI,5,0.0018655977042927184
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,K-Means,MI,10,-1.264904608517177e-05
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,K-Means,Fowlkes Mallows,2,0.21891638586238948
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,K-Means,Fowlkes Mallows,5,0.2656864208681942
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,K-Means,Fowlkes Mallows,10,0.28991702564989563
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,K-Means,V Measure,2,0.004028236639449907
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,K-Means,V Measure,5,0.009271873681825962
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,K-Means,V Measure,10,0.008696189767372584
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,HC,ARI,2,-0.001654814066228436
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,HC,ARI,5,-0.0007814575088064491
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,HC,ARI,10,-0.0007887644215803936
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,HC,MI,2,-0.003515438865876073
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,HC,MI,5,-0.0018095230970443762
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,HC,MI,10,-0.0031292130285446107
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,HC,Fowlkes Mallows,2,0.22028645095985955
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,HC,Fowlkes Mallows,5,0.2672274072077664
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,HC,Fowlkes Mallows,10,0.3977038694818896
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,HC,V Measure,2,0.003356286880999343
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,HC,V Measure,5,0.005651163009183375
PANCAN,NMDS,Spectral (RBF),Laplace,2.0,HC,V Measure,10,0.007339876171636934
PANCAN,NMDS,Spectral (RBF),Normal,0.0,K-Means,ARI,2,-0.0016414039679405387
PANCAN,NMDS,Spectral (RBF),Normal,0.0,K-Means,ARI,5,0.0010228562145673428
PANCAN,NMDS,Spectral (RBF),Normal,0.0,K-Means,ARI,10,-0.000991031385541185
PANCAN,NMDS,Spectral (RBF),Normal,0.0,K-Means,MI,2,-0.0014565244988838369
PANCAN,NMDS,Spectral (RBF),Normal,0.0,K-Means,MI,5,-0.0006502903173775343
PANCAN,NMDS,Spectral (RBF),Normal,0.0,K-Means,MI,10,0.0021341444110308167
PANCAN,NMDS,Spectral (RBF),Normal,0.0,K-Means,Fowlkes Mallows,2,0.21714317404358285
PANCAN,NMDS,Spectral (RBF),Normal,0.0,K-Means,Fowlkes Mallows,5,0.2652686465801509
PANCAN,NMDS,Spectral (RBF),Normal,0.0,K-Means,Fowlkes Mallows,10,0.306228933586596
PANCAN,NMDS,Spectral (RBF),Normal,0.0,K-Means,V Measure,2,0.005365042827375018
PANCAN,NMDS,Spectral (RBF),Normal,0.0,K-Means,V Measure,5,0.006753728936251239
PANCAN,NMDS,Spectral (RBF),Normal,0.0,K-Means,V Measure,10,0.010890310663317295
PANCAN,NMDS,Spectral (RBF),Normal,0.0,HC,ARI,2,-0.000364341309648449
PANCAN,NMDS,Spectral (RBF),Normal,0.0,HC,ARI,5,0.0032689605450378968
PANCAN,NMDS,Spectral (RBF),Normal,0.0,HC,ARI,10,0.0012364908001517322
PANCAN,NMDS,Spectral (RBF),Normal,0.0,HC,MI,2,-0.002012626136171201
PANCAN,NMDS,Spectral (RBF),Normal,0.0,HC,MI,5,-0.002780101329350848
PANCAN,NMDS,Spectral (RBF),Normal,0.0,HC,MI,10,-0.00045760006064326776
PANCAN,NMDS,Spectral (RBF),Normal,0.0,HC,Fowlkes Mallows,2,0.2247916962507251
PANCAN,NMDS,Spectral (RBF),Normal,0.0,HC,Fowlkes Mallows,5,0.2696496656994173
PANCAN,NMDS,Spectral (RBF),Normal,0.0,HC,Fowlkes Mallows,10,0.3731639410834756
PANCAN,NMDS,Spectral (RBF),Normal,0.0,HC,V Measure,2,0.00490343298213979
PANCAN,NMDS,Spectral (RBF),Normal,0.0,HC,V Measure,5,0.004659891995461545
PANCAN,NMDS,Spectral (RBF),Normal,0.0,HC,V Measure,10,0.009617922087292929
PANCAN,NMDS,Spectral (RBF),Normal,0.5,K-Means,ARI,2,0.004494955072094232
PANCAN,NMDS,Spectral (RBF),Normal,0.5,K-Means,ARI,5,-0.002215609106792888
PANCAN,NMDS,Spectral (RBF),Normal,0.5,K-Means,ARI,10,-0.0012264031094372386
PANCAN,NMDS,Spectral (RBF),Normal,0.5,K-Means,MI,2,0.006139657149918603
PANCAN,NMDS,Spectral (RBF),Normal,0.5,K-Means,MI,5,-0.0027891434433924673
PANCAN,NMDS,Spectral (RBF),Normal,0.5,K-Means,MI,10,-0.0017565384136147858
PANCAN,NMDS,Spectral (RBF),Normal,0.5,K-Means,Fowlkes Mallows,2,0.20820084171223815
PANCAN,NMDS,Spectral (RBF),Normal,0.5,K-Means,Fowlkes Mallows,5,0.19765566856290606
PANCAN,NMDS,Spectral (RBF),Normal,0.5,K-Means,Fowlkes Mallows,10,0.1985895505157038
PANCAN,NMDS,Spectral (RBF),Normal,0.5,K-Means,V Measure,2,0.012742880852920432
PANCAN,NMDS,Spectral (RBF),Normal,0.5,K-Means,V Measure,5,0.0038189339263535772
PANCAN,NMDS,Spectral (RBF),Normal,0.5,K-Means,V Measure,10,0.004846351138866805
PANCAN,NMDS,Spectral (RBF),Normal,0.5,HC,ARI,2,0.005318016365419272
PANCAN,NMDS,Spectral (RBF),Normal,0.5,HC,ARI,5,-0.004070511954605776
PANCAN,NMDS,Spectral (RBF),Normal,0.5,HC,ARI,10,-0.0028163810510761626
PANCAN,NMDS,Spectral (RBF),Normal,0.5,HC,MI,2,0.005139352309700781
PANCAN,NMDS,Spectral (RBF),Normal,0.5,HC,MI,5,-0.0039980317913812504
PANCAN,NMDS,Spectral (RBF),Normal,0.5,HC,MI,10,-0.0035744028131116123
PANCAN,NMDS,Spectral (RBF),Normal,0.5,HC,Fowlkes Mallows,2,0.2258416703453484
PANCAN,NMDS,Spectral (RBF),Normal,0.5,HC,Fowlkes Mallows,5,0.2211026603812071
PANCAN,NMDS,Spectral (RBF),Normal,0.5,HC,Fowlkes Mallows,10,0.22203641635748306
PANCAN,NMDS,Spectral (RBF),Normal,0.5,HC,V Measure,2,0.011922958692974788
PANCAN,NMDS,Spectral (RBF),Normal,0.5,HC,V Measure,5,0.002920931948249474
PANCAN,NMDS,Spectral (RBF),Normal,0.5,HC,V Measure,10,0.003341203637994041
PANCAN,NMDS,Spectral (RBF),Normal,1.0,K-Means,ARI,2,-0.0003626198007330743
PANCAN,NMDS,Spectral (RBF),Normal,1.0,K-Means,ARI,5,-0.00023003315392093618
PANCAN,NMDS,Spectral (RBF),Normal,1.0,K-Means,ARI,10,-0.0005646343134518259
PANCAN,NMDS,Spectral (RBF),Normal,1.0,K-Means,MI,2,-0.0016038732332597685
PANCAN,NMDS,Spectral (RBF),Normal,1.0,K-Means,MI,5,-0.0013067080456839368
PANCAN,NMDS,Spectral (RBF),Normal,1.0,K-Means,MI,10,-0.00018570946369502904
PANCAN,NMDS,Spectral (RBF),Normal,1.0,K-Means,Fowlkes Mallows,2,0.2189341976688428
PANCAN,NMDS,Spectral (RBF),Normal,1.0,K-Means,Fowlkes Mallows,5,0.26491953681349484
PANCAN,NMDS,Spectral (RBF),Normal,1.0,K-Means,Fowlkes Mallows,10,0.32508045401689445
PANCAN,NMDS,Spectral (RBF),Normal,1.0,K-Means,V Measure,2,0.005230978462097981
PANCAN,NMDS,Spectral (RBF),Normal,1.0,K-Means,V Measure,5,0.006114506113389599
PANCAN,NMDS,Spectral (RBF),Normal,1.0,K-Means,V Measure,10,0.008877055210189689
PANCAN,NMDS,Spectral (RBF),Normal,1.0,HC,ARI,2,-0.0008598703601418997
PANCAN,NMDS,Spectral (RBF),Normal,1.0,HC,ARI,5,0.0008529883703457691
PANCAN,NMDS,Spectral (RBF),Normal,1.0,HC,ARI,10,-0.0008997515798434373
PANCAN,NMDS,Spectral (RBF),Normal,1.0,HC,MI,2,-0.003177257606948437
PANCAN,NMDS,Spectral (RBF),Normal,1.0,HC,MI,5,-0.0011095312840419221
